x,Curve1
0.863014,25.6812
0.867945,24.2931
0.873425,22.4422
0.88,20.437
0.886575,18.8946
0.891233,16.8895
0.896712,14.8843
0.903014,12.2622
0.908493,9.79434
0.914247,6.86375
0.920548,3.3162
0.925479,0.231362
0.930959,-3.47044
0.936712,-8.25193
0.943014,-12.8792
0.947945,-15.964
0.954247,-17.6607
0.959726,-16.581
0.966027,-12.4165
0.970959,-6.86375
0.976712,0.848329
0.982466,8.09769
0.989315,13.3419
0.993699,17.0437
1,20.2828
