x,Curve1
0.855068,0.316239
0.873311,0.307692
0.894088,0.299145
0.915372,0.28547
0.938176,0.264957
0.955912,0.235897
0.970101,0.205128
0.985811,0.164103
0.995946,0.133333
1,0.124786
