x,Curve1
0.416032,1.29747
0.488543,1.18671
0.524461,1.13133
0.547155,1.09968
0.574616,1.05222
0.591912,1.02057
0.607521,0.988924
0.632981,0.933544
0.666269,0.85443
0.70194,0.767405
0.745102,0.656646
0.79744,0.522152
0.8525,0.379747
0.897011,0.268987
0.926227,0.197785
0.953734,0.134494
