x,Curve1
0.863246,2.17866
0.867619,2.15938
0.874726,2.13368
0.880463,2.08869
0.886204,2.07584
0.891395,2.0437
0.897131,1.98586
0.903416,1.9473
0.90806,1.90231
0.913795,1.84447
0.920625,1.78663
0.925813,1.72237
0.931277,1.67095
0.937831,1.59383
0.943293,1.53599
0.948206,1.45887
0.954214,1.38817
0.960494,1.2982
0.966772,1.2018
0.971413,1.13753
0.977964,1.02828
0.983423,0.938303
0.989973,0.829049
0.994612,0.739075
1.00116,0.61054
